wav,txt
fechas2/train/fechas2_000000.en.wav,please next thursday | next_day('thursday')
fechas2/train/fechas2_002022.en.wav,this coming friday | next_day('friday')
fechas2/train/fechas2_002023.en.wav,the day after tomorrow please | relative_day(+2)
fechas2/train/fechas2_002024.en.wav,next friday please | next_day('friday')
fechas2/train/fechas2_002025.en.wav,the following wednesday | next_day('wednesday')
fechas2/train/fechas2_002026.en.wav,next thursday thank you | next_day('thursday')
fechas2/train/fechas2_002027.en.wav,please this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_002028.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_002029.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_002030.en.wav,wednesday | next_day('wednesday')
fechas2/train/fechas2_002031.en.wav,the following wednesday | next_day('wednesday')
fechas2/train/fechas2_002032.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_002033.en.wav,thursday | next_day('thursday')
fechas2/train/fechas2_002034.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_002035.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_002036.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_002037.en.wav,this friday thank you | next_day('friday')
fechas2/train/fechas2_002038.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_002039.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002040.en.wav,please on monday | next_day('monday')
fechas2/train/fechas2_002041.en.wav,day after tomorrow | relative_day(+2)
fechas2/train/fechas2_002042.en.wav,thursday | next_day('thursday')
fechas2/train/fechas2_002043.en.wav,in three days thanks | relative_day(+3)
fechas2/train/fechas2_002044.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_002045.en.wav,please this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_002046.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_002047.en.wav,in a couple of days thanks | relative_day(+2)
fechas2/train/fechas2_002048.en.wav,this friday | next_day('friday')
fechas2/train/fechas2_002049.en.wav,next friday thank you | next_day('friday')
fechas2/train/fechas2_002050.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002051.en.wav,in three days thanks | relative_day(+3)
fechas2/train/fechas2_002052.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_002053.en.wav,wednesday | next_day('wednesday')
fechas2/train/fechas2_002054.en.wav,please next monday | next_day('monday')
fechas2/train/fechas2_002055.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_002056.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002057.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_002058.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_002059.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002060.en.wav,please this friday | next_day('friday')
fechas2/train/fechas2_002061.en.wav,thursday | next_day('thursday')
fechas2/train/fechas2_002062.en.wav,the day after tomorrow thanks | relative_day(+2)
fechas2/train/fechas2_002063.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_002064.en.wav,this thursday | next_day('thursday')
fechas2/train/fechas2_002065.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_002066.en.wav,next friday thank you | next_day('friday')
fechas2/train/fechas2_002067.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_002068.en.wav,thursday thank you | next_day('thursday')
fechas2/train/fechas2_002069.en.wav,monday | next_day('monday')
fechas2/train/fechas2_002070.en.wav,next friday thank you | next_day('friday')
fechas2/train/fechas2_002071.en.wav,wednesday thank you | next_day('wednesday')
fechas2/train/fechas2_002072.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_002073.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_002074.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_002075.en.wav,next tuesday please | next_day('tuesday')
fechas2/train/fechas2_002076.en.wav,please on tuesday | next_day('tuesday')
fechas2/train/fechas2_002077.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_002078.en.wav,monday | next_day('monday')
fechas2/train/fechas2_002079.en.wav,please this monday | next_day('monday')
fechas2/train/fechas2_002080.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_002081.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_002082.en.wav,please next tuesday | next_day('tuesday')
fechas2/train/fechas2_002083.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_002084.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002085.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_002086.en.wav,wednesday thank you | next_day('wednesday')
fechas2/train/fechas2_002087.en.wav,this friday please | next_day('friday')
fechas2/train/fechas2_002088.en.wav,this wednesday please | next_day('wednesday')
fechas2/train/fechas2_002089.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_002090.en.wav,this monday thank you | next_day('monday')
fechas2/train/fechas2_002091.en.wav,next tuesday thanks | next_day('tuesday')
fechas2/train/fechas2_002092.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_002093.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_002094.en.wav,next friday thank you | next_day('friday')
fechas2/train/fechas2_002095.en.wav,in a couple of days please | relative_day(+2)
fechas2/train/fechas2_002096.en.wav,please this friday | next_day('friday')
fechas2/train/fechas2_002097.en.wav,next monday thank you | next_day('monday')
fechas2/train/fechas2_002098.en.wav,the following thursday | next_day('thursday')
fechas2/train/fechas2_002099.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_002100.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_002101.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_002102.en.wav,the following monday | next_day('monday')
fechas2/train/fechas2_002103.en.wav,this friday | next_day('friday')
fechas2/train/fechas2_002104.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_002105.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_002106.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002107.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_002108.en.wav,the day after tomorrow please | relative_day(+2)
fechas2/train/fechas2_002109.en.wav,in a couple of days please | relative_day(+2)
fechas2/train/fechas2_002110.en.wav,thursday | next_day('thursday')
fechas2/train/fechas2_002111.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_002112.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_002113.en.wav,this coming friday | next_day('friday')
fechas2/train/fechas2_002114.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_002115.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_002116.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_002117.en.wav,next friday please | next_day('friday')
fechas2/train/fechas2_002118.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_002119.en.wav,tuesday please | next_day('tuesday')
fechas2/train/fechas2_002120.en.wav,please this tuesday | next_day('tuesday')
fechas2/train/fechas2_002121.en.wav,next wednesday please | next_day('wednesday')
fechas2/train/fechas2_002122.en.wav,this coming thursday thanks | next_day('thursday')
fechas2/train/fechas2_002123.en.wav,please this wednesday | next_day('wednesday')
fechas2/train/fechas2_002124.en.wav,this coming thursday | next_day('thursday')
fechas2/train/fechas2_002125.en.wav,please next thursday | next_day('thursday')
fechas2/train/fechas2_002126.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_002127.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002128.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_002129.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_002130.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002131.en.wav,wednesday please | next_day('wednesday')
fechas2/train/fechas2_002132.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_002133.en.wav,in a couple of days thanks | relative_day(+2)
fechas2/train/fechas2_002134.en.wav,please on tuesday | next_day('tuesday')
fechas2/train/fechas2_002135.en.wav,next thursday please | next_day('thursday')
fechas2/train/fechas2_002136.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_002137.en.wav,please on wednesday | next_day('wednesday')
fechas2/train/fechas2_002138.en.wav,tuesday | next_day('tuesday')
fechas2/train/fechas2_002139.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002140.en.wav,please this coming thursday | next_day('thursday')
fechas2/train/fechas2_002141.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_002142.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_002143.en.wav,next thursday thank you | next_day('thursday')
fechas2/train/fechas2_002144.en.wav,tomorrow thank you | relative_day(+1)
fechas2/train/fechas2_002145.en.wav,tuesday | next_day('tuesday')
fechas2/train/fechas2_002146.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_002147.en.wav,wednesday | next_day('wednesday')
fechas2/train/fechas2_002148.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_002149.en.wav,the day after tomorrow thanks | relative_day(+2)
fechas2/train/fechas2_002150.en.wav,monday thank you | next_day('monday')
fechas2/train/fechas2_002151.en.wav,this coming monday | next_day('monday')
fechas2/train/fechas2_002152.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_002153.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_002154.en.wav,friday | next_day('friday')
fechas2/train/fechas2_002155.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_002156.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_002157.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002158.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_002159.en.wav,the day after tomorrow thanks | relative_day(+2)
fechas2/train/fechas2_002160.en.wav,next tuesday please | next_day('tuesday')
fechas2/train/fechas2_002161.en.wav,this thursday thank you | next_day('thursday')
fechas2/train/fechas2_002162.en.wav,please this monday | next_day('monday')
fechas2/train/fechas2_002163.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_002164.en.wav,next tuesday please | next_day('tuesday')
fechas2/train/fechas2_002165.en.wav,this coming friday | next_day('friday')
fechas2/train/fechas2_002166.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_002167.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_002168.en.wav,please next tuesday | next_day('tuesday')
fechas2/train/fechas2_002169.en.wav,next tuesday thank you | next_day('tuesday')
fechas2/train/fechas2_002170.en.wav,wednesday please | next_day('wednesday')
fechas2/train/fechas2_002171.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_002172.en.wav,this coming thursday | next_day('thursday')
fechas2/train/fechas2_002173.en.wav,please next tuesday | next_day('tuesday')
fechas2/train/fechas2_002174.en.wav,this monday thank you | next_day('monday')
fechas2/train/fechas2_002175.en.wav,this tuesday | next_day('tuesday')
fechas2/train/fechas2_002176.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_002177.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002178.en.wav,this coming friday please | next_day('friday')
fechas2/train/fechas2_002179.en.wav,this friday | next_day('friday')
fechas2/train/fechas2_002180.en.wav,this friday thank you | next_day('friday')
fechas2/train/fechas2_002181.en.wav,thursday | next_day('thursday')
fechas2/train/fechas2_002182.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002183.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_002184.en.wav,this coming friday thanks | next_day('friday')
fechas2/train/fechas2_002185.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_002186.en.wav,this coming thursday thanks | next_day('thursday')
fechas2/train/fechas2_002187.en.wav,please next thursday | next_day('thursday')
fechas2/train/fechas2_002188.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002189.en.wav,tomorrow please | relative_day(+1)
fechas2/train/fechas2_002190.en.wav,please on monday | next_day('monday')
fechas2/train/fechas2_002191.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_002192.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_002193.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_002194.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_002195.en.wav,this coming friday | next_day('friday')
fechas2/train/fechas2_002196.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_002197.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_002198.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_002199.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_002200.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_002201.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_002202.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002203.en.wav,next friday please | next_day('friday')
fechas2/train/fechas2_002204.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_002205.en.wav,next friday thanks | next_day('friday')
fechas2/train/fechas2_002206.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_002207.en.wav,this coming monday please | next_day('monday')
fechas2/train/fechas2_002208.en.wav,next tuesday thanks | next_day('tuesday')
fechas2/train/fechas2_002209.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_002210.en.wav,tuesday please | next_day('tuesday')
fechas2/train/fechas2_002211.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002212.en.wav,please next friday | next_day('friday')
fechas2/train/fechas2_002213.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_002214.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002215.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_002216.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_002217.en.wav,this coming thursday | next_day('thursday')
fechas2/train/fechas2_002218.en.wav,next friday thank you | next_day('friday')
fechas2/train/fechas2_002219.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_002220.en.wav,please in three days | relative_day(+3)
fechas2/train/fechas2_002221.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_002222.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_002223.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_002224.en.wav,this coming friday please | next_day('friday')
fechas2/train/fechas2_002225.en.wav,day after tomorrow | relative_day(+2)
fechas2/train/fechas2_002226.en.wav,thursday | next_day('thursday')
fechas2/train/fechas2_002227.en.wav,thursday thank you | next_day('thursday')
fechas2/train/fechas2_002228.en.wav,next tuesday please | next_day('tuesday')
fechas2/train/fechas2_002229.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_002230.en.wav,please this monday | next_day('monday')
fechas2/train/fechas2_002231.en.wav,friday | next_day('friday')
fechas2/train/fechas2_002232.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_002233.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_002234.en.wav,this thursday | next_day('thursday')
fechas2/train/fechas2_002235.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_002236.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_002237.en.wav,the following tuesday | next_day('tuesday')
fechas2/train/fechas2_002238.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_002239.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_002240.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_002241.en.wav,wednesday thank you | next_day('wednesday')
fechas2/train/fechas2_002242.en.wav,the day after tomorrow please | relative_day(+2)
fechas2/train/fechas2_002243.en.wav,please next monday | next_day('monday')
fechas2/train/fechas2_002244.en.wav,please on wednesday | next_day('wednesday')
fechas2/train/fechas2_002245.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_002246.en.wav,please next friday | next_day('friday')
fechas2/train/fechas2_002247.en.wav,wednesday | next_day('wednesday')
fechas2/train/fechas2_002248.en.wav,this coming monday | next_day('monday')
fechas2/train/fechas2_002249.en.wav,in a couple of days please | relative_day(+2)
fechas2/train/fechas2_002250.en.wav,please next wednesday | next_day('wednesday')
fechas2/train/fechas2_002251.en.wav,this coming thursday | next_day('thursday')
fechas2/train/fechas2_002252.en.wav,tuesday thank you. | next_day('tuesday')
fechas2/train/fechas2_002253.en.wav,thursday | next_day('thursday')
fechas2/train/fechas2_002254.en.wav,this monday please | next_day('monday')
fechas2/train/fechas2_002255.en.wav,please tomorrow | relative_day(+1)
fechas2/train/fechas2_002256.en.wav,this coming tuesday please | next_day('tuesday')
fechas2/train/fechas2_002257.en.wav,please on monday | next_day('monday')
fechas2/train/fechas2_002258.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_002259.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_002260.en.wav,please this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_002261.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_002262.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_002263.en.wav,this coming tuesday please | next_day('tuesday')
fechas2/train/fechas2_002264.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_002265.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_002266.en.wav,please next wednesday | next_day('wednesday')
fechas2/train/fechas2_002267.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_002268.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_002269.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_002270.en.wav,next thursday thank you | next_day('thursday')
fechas2/train/fechas2_002271.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002272.en.wav,this thursday | next_day('thursday')
fechas2/train/fechas2_002273.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_002274.en.wav,this coming monday please | next_day('monday')
fechas2/train/fechas2_002275.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_002276.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_002277.en.wav,this friday | next_day('friday')
fechas2/train/fechas2_002278.en.wav,please next friday | next_day('friday')
fechas2/train/fechas2_002279.en.wav,day after tomorrow | relative_day(+2)
fechas2/train/fechas2_002280.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_002281.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_002282.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002283.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002284.en.wav,in a couple of days please | relative_day(+2)
fechas2/train/fechas2_002285.en.wav,this coming thursday | next_day('thursday')
fechas2/train/fechas2_002286.en.wav,please this tuesday | next_day('tuesday')
fechas2/train/fechas2_002287.en.wav,this coming wednesday please | next_day('wednesday')
fechas2/train/fechas2_002288.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002289.en.wav,please this thursday | next_day('thursday')
fechas2/train/fechas2_002290.en.wav,in a couple of days please | relative_day(+2)
fechas2/train/fechas2_002291.en.wav,this coming wednesday please | next_day('wednesday')
fechas2/train/fechas2_002292.en.wav,in a couple of days thanks | relative_day(+2)
fechas2/train/fechas2_002293.en.wav,in a couple of days thanks | relative_day(+2)
fechas2/train/fechas2_002294.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_002295.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_002296.en.wav,the following wednesday | next_day('wednesday')
fechas2/train/fechas2_002297.en.wav,this coming thursday please | next_day('thursday')
fechas2/train/fechas2_002298.en.wav,tomorrow please | relative_day(+1)
fechas2/train/fechas2_002299.en.wav,next friday please | next_day('friday')
fechas2/train/fechas2_002300.en.wav,please in three days | relative_day(+3)
fechas2/train/fechas2_002301.en.wav,please on friday | next_day('friday')
fechas2/train/fechas2_002302.en.wav,this coming monday | next_day('monday')
fechas2/train/fechas2_002303.en.wav,in three days thanks | relative_day(+3)
fechas2/train/fechas2_002304.en.wav,please next friday | next_day('friday')
fechas2/train/fechas2_002305.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002306.en.wav,please this coming monday | next_day('monday')
fechas2/train/fechas2_002307.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_002308.en.wav,this coming monday | next_day('monday')
fechas2/train/fechas2_002309.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_002310.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_002311.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_002312.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_002313.en.wav,please next monday | next_day('monday')
fechas2/train/fechas2_002314.en.wav,next thursday please | next_day('thursday')
fechas2/train/fechas2_002315.en.wav,this coming friday | next_day('friday')
fechas2/train/fechas2_002316.en.wav,this coming tuesday thank you | next_day('tuesday')
fechas2/train/fechas2_002317.en.wav,in three days thanks | relative_day(+3)
fechas2/train/fechas2_002318.en.wav,in three days thanks | relative_day(+3)
fechas2/train/fechas2_002319.en.wav,please this coming monday | next_day('monday')
fechas2/train/fechas2_002320.en.wav,the following monday | next_day('monday')
fechas2/train/fechas2_002321.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_002322.en.wav,in a couple of days thanks | relative_day(+2)
fechas2/train/fechas2_002323.en.wav,please next tuesday | next_day('tuesday')
fechas2/train/fechas2_002324.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_002325.en.wav,this monday please | next_day('monday')
fechas2/train/fechas2_002326.en.wav,next monday thank you | next_day('monday')
fechas2/train/fechas2_002327.en.wav,this coming monday please | next_day('monday')
fechas2/train/fechas2_002328.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_002329.en.wav,the day after tomorrow please | relative_day(+2)
fechas2/train/fechas2_002330.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_002331.en.wav,monday thank you | next_day('monday')
fechas2/train/fechas2_002332.en.wav,friday thank you | next_day('friday')
fechas2/train/fechas2_002333.en.wav,please on wednesday | next_day('wednesday')
fechas2/train/fechas2_002334.en.wav,this coming monday | next_day('monday')
fechas2/train/fechas2_002335.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_002336.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_002337.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_002338.en.wav,the day after tomorrow thanks | relative_day(+2)
fechas2/train/fechas2_002339.en.wav,wednesday thank you | next_day('wednesday')
fechas2/train/fechas2_002340.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_002341.en.wav,this monday please | next_day('monday')
fechas2/train/fechas2_002342.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_002343.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_002344.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_002345.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_002346.en.wav,this tuesday please | next_day('tuesday')
fechas2/train/fechas2_002347.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_002348.en.wav,please next thursday | next_day('thursday')
fechas2/train/fechas2_002349.en.wav,the following monday | next_day('monday')
fechas2/train/fechas2_002350.en.wav,please on friday | next_day('friday')
fechas2/train/fechas2_002351.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_002352.en.wav,this thursday | next_day('thursday')
fechas2/train/fechas2_002353.en.wav,please in a couple of days | relative_day(+2)
fechas2/train/fechas2_002354.en.wav,friday thank you | next_day('friday')
fechas2/train/fechas2_002355.en.wav,next tuesday please | next_day('tuesday')
fechas2/train/fechas2_002356.en.wav,this coming monday | next_day('monday')
fechas2/train/fechas2_002357.en.wav,next tuesday thank you | next_day('tuesday')
fechas2/train/fechas2_002358.en.wav,please next friday | next_day('friday')
fechas2/train/fechas2_002359.en.wav,thursday | next_day('thursday')
fechas2/train/fechas2_002360.en.wav,this coming thursday | next_day('thursday')
fechas2/train/fechas2_002361.en.wav,in a couple of days thanks | relative_day(+2)
fechas2/train/fechas2_002362.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002363.en.wav,the following tuesday | next_day('tuesday')
fechas2/train/fechas2_002364.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_002365.en.wav,wednesday | next_day('wednesday')
fechas2/train/fechas2_002366.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_002367.en.wav,in a couple of days thanks | relative_day(+2)
fechas2/train/fechas2_002368.en.wav,next wednesday please | next_day('wednesday')
fechas2/train/fechas2_002369.en.wav,please tomorrow | relative_day(+1)
fechas2/train/fechas2_002370.en.wav,please in a couple of days | relative_day(+2)
fechas2/train/fechas2_002371.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_002372.en.wav,please next thursday | next_day('thursday')
fechas2/train/fechas2_002373.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_002374.en.wav,this thursday | next_day('thursday')
fechas2/train/fechas2_002375.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002376.en.wav,this coming thursday please | next_day('thursday')
fechas2/train/fechas2_002377.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_002378.en.wav,please this coming friday | next_day('friday')
fechas2/train/fechas2_002379.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002380.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002381.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_002382.en.wav,the following tuesday | next_day('tuesday')
fechas2/train/fechas2_002383.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_002384.en.wav,this thursday thank you | next_day('thursday')
fechas2/train/fechas2_002385.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_002386.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002387.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_002388.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_002389.en.wav,next monday please | next_day('monday')
fechas2/train/fechas2_002390.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_002391.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_002392.en.wav,friday | next_day('friday')
fechas2/train/fechas2_002393.en.wav,please in three days | relative_day(+3)
fechas2/train/fechas2_002394.en.wav,this coming monday please | next_day('monday')
fechas2/train/fechas2_002395.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_002396.en.wav,on monday please | next_day('monday')
fechas2/train/fechas2_002397.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_002398.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_002399.en.wav,wednesday please | next_day('wednesday')
fechas2/train/fechas2_002400.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_002401.en.wav,this coming friday | next_day('friday')
fechas2/train/fechas2_002402.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_002403.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_002404.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_002405.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_002406.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_002407.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_002408.en.wav,please next thursday | next_day('thursday')
fechas2/train/fechas2_002409.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_002410.en.wav,please this friday | next_day('friday')
fechas2/train/fechas2_002411.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_002412.en.wav,this wednesday thank you | next_day('wednesday')
fechas2/train/fechas2_002413.en.wav,this thursday | next_day('thursday')
fechas2/train/fechas2_002414.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_002415.en.wav,please next monday | next_day('monday')
