wav,txt
fechas2/train/fechas2_000000.es.wav,por favor el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_002620.es.wav,este viernes gracias | next_day('friday')
fechas2/train/fechas2_002621.es.wav,por favor mañana | relative_day(+1)
fechas2/train/fechas2_002622.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_002623.es.wav,este viernes que viene por favor | next_day('friday')
fechas2/train/fechas2_002624.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_002625.es.wav,este miércoles siguiente gracias | next_day('wednesday')
fechas2/train/fechas2_002626.es.wav,este martes que viene por favor | next_day('tuesday')
fechas2/train/fechas2_002627.es.wav,por favor el próximo viernes | next_day('friday')
fechas2/train/fechas2_002628.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_002629.es.wav,el miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_002630.es.wav,por favor este viernes | next_day('friday')
fechas2/train/fechas2_002631.es.wav,por favor el martes | next_day('tuesday')
fechas2/train/fechas2_002632.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_002633.es.wav,el lunes próximo | next_day('monday')
fechas2/train/fechas2_002634.es.wav,este martes próximo por favor | next_day('tuesday')
fechas2/train/fechas2_002635.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_002636.es.wav,este lunes siguiente | next_day('monday')
fechas2/train/fechas2_002637.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_002638.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_002639.es.wav,por favor este martes | next_day('tuesday')
fechas2/train/fechas2_002640.es.wav,el jueves | next_day('thursday')
fechas2/train/fechas2_002641.es.wav,este viernes siguiente | next_day('friday')
fechas2/train/fechas2_002642.es.wav,el siguiente lunes por favor | next_day('monday')
fechas2/train/fechas2_002643.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_002644.es.wav,por favor el lunes siguiente | next_day('monday')
fechas2/train/fechas2_002645.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_002646.es.wav,este miércoles que viene | next_day('wednesday')
fechas2/train/fechas2_002647.es.wav,en un par de días gracias | relative_day(+2)
fechas2/train/fechas2_002648.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_002649.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_002650.es.wav,el jueves gracias | next_day('thursday')
fechas2/train/fechas2_002651.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002652.es.wav,el martes siguiente | next_day('tuesday')
fechas2/train/fechas2_002653.es.wav,este viernes | next_day('friday')
fechas2/train/fechas2_002654.es.wav,mañana por favor | relative_day(+1)
fechas2/train/fechas2_002655.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_002656.es.wav,este miércoles próximo | next_day('wednesday')
fechas2/train/fechas2_002657.es.wav,el próximo viernes gracias | next_day('friday')
fechas2/train/fechas2_002658.es.wav,el próximo lunes por favor | next_day('monday')
fechas2/train/fechas2_002659.es.wav,el viernes próximo por favor | next_day('friday')
fechas2/train/fechas2_002660.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_002661.es.wav,el próximo viernes | next_day('friday')
fechas2/train/fechas2_002662.es.wav,el siguiente viernes por favor | next_day('friday')
fechas2/train/fechas2_002663.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_002664.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_002665.es.wav,este jueves gracias | next_day('thursday')
fechas2/train/fechas2_002666.es.wav,por favor el próximo lunes | next_day('monday')
fechas2/train/fechas2_002667.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002668.es.wav,el viernes próximo | next_day('friday')
fechas2/train/fechas2_002669.es.wav,por favor el próximo jueves | next_day('thursday')
fechas2/train/fechas2_002670.es.wav,el próximo miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_002671.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002672.es.wav,este viernes que viene por favor | next_day('friday')
fechas2/train/fechas2_002673.es.wav,este jueves siguiente | next_day('thursday')
fechas2/train/fechas2_002674.es.wav,por favor este lunes | next_day('monday')
fechas2/train/fechas2_002675.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_002676.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_002677.es.wav,este miércoles por favor | next_day('wednesday')
fechas2/train/fechas2_002678.es.wav,el siguiente jueves por favor | next_day('thursday')
fechas2/train/fechas2_002679.es.wav,el jueves siguiente | next_day('thursday')
fechas2/train/fechas2_002680.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_002681.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_002682.es.wav,por favor el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_002683.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_002684.es.wav,el próximo jueves por favor | next_day('thursday')
fechas2/train/fechas2_002685.es.wav,el miércoles | next_day('wednesday')
fechas2/train/fechas2_002686.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_002687.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_002688.es.wav,este martes próximo gracias | next_day('tuesday')
fechas2/train/fechas2_002689.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_002690.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_002691.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_002692.es.wav,el siguiente jueves gracias | next_day('thursday')
fechas2/train/fechas2_002693.es.wav,el martes siguiente | next_day('tuesday')
fechas2/train/fechas2_002694.es.wav,el lunes que viene | next_day('monday')
fechas2/train/fechas2_002695.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002696.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_002697.es.wav,el siguiente jueves por favor | next_day('thursday')
fechas2/train/fechas2_002698.es.wav,por favor el próximo jueves | next_day('thursday')
fechas2/train/fechas2_002699.es.wav,este jueves | next_day('thursday')
fechas2/train/fechas2_002700.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002701.es.wav,el jueves | next_day('thursday')
fechas2/train/fechas2_002702.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_002703.es.wav,este viernes por favor | next_day('friday')
fechas2/train/fechas2_002704.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_002705.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002706.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_002707.es.wav,por favor el viernes siguiente | next_day('friday')
fechas2/train/fechas2_002708.es.wav,por favor el jueves | next_day('thursday')
fechas2/train/fechas2_002709.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002710.es.wav,el siguiente martes gracias | next_day('tuesday')
fechas2/train/fechas2_002711.es.wav,el viernes próximo gracias | next_day('friday')
fechas2/train/fechas2_002712.es.wav,el lunes por favor | next_day('monday')
fechas2/train/fechas2_002713.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002714.es.wav,por favor este jueves siguiente | next_day('thursday')
fechas2/train/fechas2_002715.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_002716.es.wav,este martes próximo por favor | next_day('tuesday')
fechas2/train/fechas2_002717.es.wav,por favor el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_002718.es.wav,el próximo jueves | next_day('thursday')
fechas2/train/fechas2_002719.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_002720.es.wav,por favor el miércoles que viene | next_day('wednesday')
fechas2/train/fechas2_002721.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_002722.es.wav,este viernes por favor | next_day('friday')
fechas2/train/fechas2_002723.es.wav,este jueves por favor | next_day('thursday')
fechas2/train/fechas2_002724.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_002725.es.wav,por favor el martes | next_day('tuesday')
fechas2/train/fechas2_002726.es.wav,el miércoles | next_day('wednesday')
fechas2/train/fechas2_002727.es.wav,el jueves | next_day('thursday')
fechas2/train/fechas2_002728.es.wav,el martes por favor | next_day('tuesday')
fechas2/train/fechas2_002729.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_002730.es.wav,el viernes próximo | next_day('friday')
fechas2/train/fechas2_002731.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002732.es.wav,el martes próximo | next_day('tuesday')
fechas2/train/fechas2_002733.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_002734.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_002735.es.wav,el miércoles | next_day('wednesday')
fechas2/train/fechas2_002736.es.wav,en un par de días gracias | relative_day(+2)
fechas2/train/fechas2_002737.es.wav,el martes por favor | next_day('tuesday')
fechas2/train/fechas2_002738.es.wav,el siguiente viernes | next_day('friday')
fechas2/train/fechas2_002739.es.wav,por favor el próximo martes | next_day('tuesday')
fechas2/train/fechas2_002740.es.wav,este jueves | next_day('thursday')
fechas2/train/fechas2_002741.es.wav,el jueves | next_day('thursday')
fechas2/train/fechas2_002742.es.wav,este lunes próximo por favor | next_day('monday')
fechas2/train/fechas2_002743.es.wav,el jueves siguiente | next_day('thursday')
fechas2/train/fechas2_002744.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_002745.es.wav,el siguiente viernes | next_day('friday')
fechas2/train/fechas2_002746.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002747.es.wav,el lunes siguiente | next_day('monday')
fechas2/train/fechas2_002748.es.wav,el viernes que viene por favor | next_day('friday')
fechas2/train/fechas2_002749.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002750.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_002751.es.wav,el viernes gracias | next_day('friday')
fechas2/train/fechas2_002752.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002753.es.wav,por favor el jueves siguiente | next_day('thursday')
fechas2/train/fechas2_002754.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_002755.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_002756.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_002757.es.wav,el viernes siguiente | next_day('friday')
fechas2/train/fechas2_002758.es.wav,el próximo viernes | next_day('friday')
fechas2/train/fechas2_002759.es.wav,por favor este miércoles | next_day('wednesday')
fechas2/train/fechas2_002760.es.wav,este lunes | next_day('monday')
fechas2/train/fechas2_002761.es.wav,en tres días por favor | relative_day(+3)
fechas2/train/fechas2_002762.es.wav,en tres días por favor | relative_day(+3)
fechas2/train/fechas2_002763.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_002764.es.wav,el siguiente jueves por favor | next_day('thursday')
fechas2/train/fechas2_002765.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_002766.es.wav,este viernes que viene gracias | next_day('friday')
fechas2/train/fechas2_002767.es.wav,el siguiente miércoles por favor | next_day('wednesday')
fechas2/train/fechas2_002768.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_002769.es.wav,este martes próximo | next_day('tuesday')
fechas2/train/fechas2_002770.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_002771.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_002772.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_002773.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002774.es.wav,este jueves próximo | next_day('thursday')
fechas2/train/fechas2_002775.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_002776.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_002777.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_002778.es.wav,este martes próximo | next_day('tuesday')
fechas2/train/fechas2_002779.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002780.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_002781.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_002782.es.wav,por favor este viernes próximo | next_day('friday')
fechas2/train/fechas2_002783.es.wav,el siguiente lunes por favor | next_day('monday')
fechas2/train/fechas2_002784.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_002785.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_002786.es.wav,el miércoles | next_day('wednesday')
fechas2/train/fechas2_002787.es.wav,el siguiente viernes gracias | next_day('friday')
fechas2/train/fechas2_002788.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002789.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_002790.es.wav,por favor este martes que viene | next_day('tuesday')
fechas2/train/fechas2_002791.es.wav,el miércoles que viene | next_day('wednesday')
fechas2/train/fechas2_002792.es.wav,por favor el viernes que viene | next_day('friday')
fechas2/train/fechas2_002793.es.wav,el siguiente viernes gracias | next_day('friday')
fechas2/train/fechas2_002794.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_002795.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002796.es.wav,el miércoles | next_day('wednesday')
fechas2/train/fechas2_002797.es.wav,por favor el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_002798.es.wav,este lunes próximo | next_day('monday')
fechas2/train/fechas2_002799.es.wav,este jueves | next_day('thursday')
fechas2/train/fechas2_002800.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_002801.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_002802.es.wav,el viernes por favor | next_day('friday')
fechas2/train/fechas2_002803.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002804.es.wav,el viernes siguiente gracias | next_day('friday')
fechas2/train/fechas2_002805.es.wav,el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_002806.es.wav,este jueves | next_day('thursday')
fechas2/train/fechas2_002807.es.wav,el siguiente lunes gracias | next_day('monday')
fechas2/train/fechas2_002808.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_002809.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_002810.es.wav,el próximo jueves | next_day('thursday')
fechas2/train/fechas2_002811.es.wav,este miércoles por favor | next_day('wednesday')
fechas2/train/fechas2_002812.es.wav,el lunes que viene | next_day('monday')
fechas2/train/fechas2_002813.es.wav,el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_002814.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_002815.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_002816.es.wav,el siguiente lunes gracias | next_day('monday')
fechas2/train/fechas2_002817.es.wav,este jueves | next_day('thursday')
fechas2/train/fechas2_002818.es.wav,el lunes por favor | next_day('monday')
fechas2/train/fechas2_002819.es.wav,el martes siguiente por favor | next_day('tuesday')
fechas2/train/fechas2_002820.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_002821.es.wav,el jueves | next_day('thursday')
fechas2/train/fechas2_002822.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_002823.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002824.es.wav,este jueves que viene | next_day('thursday')
fechas2/train/fechas2_002825.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_002826.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_002827.es.wav,por favor el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_002828.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_002829.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_002830.es.wav,el siguiente martes por favor | next_day('tuesday')
fechas2/train/fechas2_002831.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_002832.es.wav,este martes que viene | next_day('tuesday')
fechas2/train/fechas2_002833.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002834.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002835.es.wav,el jueves próximo | next_day('thursday')
fechas2/train/fechas2_002836.es.wav,mañana gracias | relative_day(+1)
fechas2/train/fechas2_002837.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_002838.es.wav,por favor el martes | next_day('tuesday')
fechas2/train/fechas2_002839.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_002840.es.wav,por favor el próximo martes | next_day('tuesday')
fechas2/train/fechas2_002841.es.wav,el siguiente lunes | next_day('monday')
fechas2/train/fechas2_002842.es.wav,el siguiente lunes | next_day('monday')
fechas2/train/fechas2_002843.es.wav,el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_002844.es.wav,el martes próximo | next_day('tuesday')
fechas2/train/fechas2_002845.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_002846.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_002847.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002848.es.wav,este viernes | next_day('friday')
fechas2/train/fechas2_002849.es.wav,en tres días por favor | relative_day(+3)
fechas2/train/fechas2_002850.es.wav,pasado mañana gracias | relative_day(+2)
fechas2/train/fechas2_002851.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_002852.es.wav,por favor este lunes | next_day('monday')
fechas2/train/fechas2_002853.es.wav,el martes próximo | next_day('tuesday')
fechas2/train/fechas2_002854.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_002855.es.wav,por favor este viernes próximo | next_day('friday')
fechas2/train/fechas2_002856.es.wav,por favor el lunes que viene | next_day('monday')
fechas2/train/fechas2_002857.es.wav,el jueves por favor | next_day('thursday')
fechas2/train/fechas2_002858.es.wav,por favor este lunes siguiente | next_day('monday')
fechas2/train/fechas2_002859.es.wav,el lunes que viene gracias | next_day('monday')
fechas2/train/fechas2_002860.es.wav,el próximo jueves gracias | next_day('thursday')
fechas2/train/fechas2_002861.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_002862.es.wav,el lunes siguiente | next_day('monday')
fechas2/train/fechas2_002863.es.wav,el próximo jueves | next_day('thursday')
fechas2/train/fechas2_002864.es.wav,por favor este martes | next_day('tuesday')
fechas2/train/fechas2_002865.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_002866.es.wav,este viernes | next_day('friday')
fechas2/train/fechas2_002867.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_002868.es.wav,este jueves | next_day('thursday')
fechas2/train/fechas2_002869.es.wav,este lunes | next_day('monday')
fechas2/train/fechas2_002870.es.wav,este miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_002871.es.wav,este martes siguiente gracias | next_day('tuesday')
fechas2/train/fechas2_002872.es.wav,este viernes que viene | next_day('friday')
fechas2/train/fechas2_002873.es.wav,este martes que viene | next_day('tuesday')
fechas2/train/fechas2_002874.es.wav,el siguiente viernes | next_day('friday')
fechas2/train/fechas2_002875.es.wav,el martes siguiente | next_day('tuesday')
fechas2/train/fechas2_002876.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002877.es.wav,el miércoles próximo | next_day('wednesday')
fechas2/train/fechas2_002878.es.wav,este jueves próximo gracias | next_day('thursday')
fechas2/train/fechas2_002879.es.wav,el lunes gracias | next_day('monday')
fechas2/train/fechas2_002880.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_002881.es.wav,este jueves que viene | next_day('thursday')
fechas2/train/fechas2_002882.es.wav,este miércoles siguiente por favor | next_day('wednesday')
fechas2/train/fechas2_002883.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_002884.es.wav,el lunes próximo gracias | next_day('monday')
fechas2/train/fechas2_002885.es.wav,el siguiente martes por favor | next_day('tuesday')
fechas2/train/fechas2_002886.es.wav,este jueves que viene | next_day('thursday')
fechas2/train/fechas2_002887.es.wav,por favor este viernes | next_day('friday')
fechas2/train/fechas2_002888.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_002889.es.wav,el jueves próximo | next_day('thursday')
fechas2/train/fechas2_002890.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_002891.es.wav,este viernes siguiente | next_day('friday')
fechas2/train/fechas2_002892.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_002893.es.wav,el jueves | next_day('thursday')
fechas2/train/fechas2_002894.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_002895.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_002896.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_002897.es.wav,el próximo viernes por favor | next_day('friday')
fechas2/train/fechas2_002898.es.wav,el siguiente lunes | next_day('monday')
fechas2/train/fechas2_002899.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_002900.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_002901.es.wav,este martes por favor | next_day('tuesday')
fechas2/train/fechas2_002902.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_002903.es.wav,el próximo martes por favor | next_day('tuesday')
fechas2/train/fechas2_002904.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_002905.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_002906.es.wav,el siguiente jueves por favor | next_day('thursday')
fechas2/train/fechas2_002907.es.wav,el jueves próximo | next_day('thursday')
fechas2/train/fechas2_002908.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_002909.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002910.es.wav,por favor este viernes | next_day('friday')
fechas2/train/fechas2_002911.es.wav,el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_002912.es.wav,este jueves que viene | next_day('thursday')
fechas2/train/fechas2_002913.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_002914.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_002915.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_002916.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_002917.es.wav,el siguiente lunes | next_day('monday')
fechas2/train/fechas2_002918.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_002919.es.wav,en tres días por favor | relative_day(+3)
fechas2/train/fechas2_002920.es.wav,este viernes que viene gracias | next_day('friday')
fechas2/train/fechas2_002921.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_002922.es.wav,mañana gracias | relative_day(+1)
fechas2/train/fechas2_002923.es.wav,el próximo miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_002924.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_002925.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002926.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002927.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_002928.es.wav,el lunes gracias | next_day('monday')
fechas2/train/fechas2_002929.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_002930.es.wav,este jueves siguiente | next_day('thursday')
fechas2/train/fechas2_002931.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_002932.es.wav,por favor el lunes siguiente | next_day('monday')
fechas2/train/fechas2_002933.es.wav,este miércoles por favor | next_day('wednesday')
fechas2/train/fechas2_002934.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_002935.es.wav,este viernes que viene | next_day('friday')
fechas2/train/fechas2_002936.es.wav,el miércoles próximo | next_day('wednesday')
fechas2/train/fechas2_002937.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_002938.es.wav,este viernes próximo | next_day('friday')
fechas2/train/fechas2_002939.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_002940.es.wav,el jueves próximo | next_day('thursday')
fechas2/train/fechas2_002941.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_002942.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_002943.es.wav,el siguiente lunes | next_day('monday')
fechas2/train/fechas2_002944.es.wav,por favor mañana | relative_day(+1)
fechas2/train/fechas2_002945.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_002946.es.wav,este miércoles por favor | next_day('wednesday')
fechas2/train/fechas2_002947.es.wav,en tres días por favor | relative_day(+3)
fechas2/train/fechas2_002948.es.wav,pasado mañana gracias | relative_day(+2)
fechas2/train/fechas2_002949.es.wav,el jueves por favor | next_day('thursday')
fechas2/train/fechas2_002950.es.wav,el siguiente jueves gracias | next_day('thursday')
fechas2/train/fechas2_002951.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_002952.es.wav,el viernes que viene | next_day('friday')
fechas2/train/fechas2_002953.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_002954.es.wav,por favor el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_002955.es.wav,por favor el miércoles | next_day('wednesday')
fechas2/train/fechas2_002956.es.wav,el próximo martes gracias | next_day('tuesday')
fechas2/train/fechas2_002957.es.wav,el siguiente viernes | next_day('friday')
fechas2/train/fechas2_002958.es.wav,pasado mañana por favor | relative_day(+2)
fechas2/train/fechas2_002959.es.wav,el siguiente viernes | next_day('friday')
fechas2/train/fechas2_002960.es.wav,por favor el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_002961.es.wav,este martes próximo gracias | next_day('tuesday')
fechas2/train/fechas2_002962.es.wav,pasado mañana por favor | relative_day(+2)
fechas2/train/fechas2_002963.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_002964.es.wav,por favor el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_002965.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_002966.es.wav,el viernes siguiente | next_day('friday')
fechas2/train/fechas2_002967.es.wav,el miércoles | next_day('wednesday')
fechas2/train/fechas2_002968.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_002969.es.wav,el jueves siguiente | next_day('thursday')
fechas2/train/fechas2_002970.es.wav,este miércoles próximo | next_day('wednesday')
fechas2/train/fechas2_002971.es.wav,el próximo martes por favor | next_day('tuesday')
fechas2/train/fechas2_002972.es.wav,el lunes siguiente gracias | next_day('monday')
fechas2/train/fechas2_002973.es.wav,el próximo jueves gracias | next_day('thursday')
fechas2/train/fechas2_002974.es.wav,por favor el martes | next_day('tuesday')
fechas2/train/fechas2_002975.es.wav,el siguiente jueves por favor | next_day('thursday')
fechas2/train/fechas2_002976.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_002977.es.wav,este lunes | next_day('monday')
fechas2/train/fechas2_002978.es.wav,por favor el jueves que viene | next_day('thursday')
fechas2/train/fechas2_002979.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_002980.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_002981.es.wav,este martes siguiente | next_day('tuesday')
fechas2/train/fechas2_002982.es.wav,por favor el siguiente viernes | next_day('friday')
fechas2/train/fechas2_002983.es.wav,el jueves próximo por favor | next_day('thursday')
fechas2/train/fechas2_002984.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_002985.es.wav,este miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_002986.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_002987.es.wav,el lunes que viene | next_day('monday')
fechas2/train/fechas2_002988.es.wav,el próximo miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_002989.es.wav,en tres días por favor | relative_day(+3)
fechas2/train/fechas2_002990.es.wav,por favor el martes siguiente | next_day('tuesday')
fechas2/train/fechas2_002991.es.wav,el próximo martes gracias | next_day('tuesday')
fechas2/train/fechas2_002992.es.wav,el siguiente lunes | next_day('monday')
fechas2/train/fechas2_002993.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_002994.es.wav,el siguiente miércoles gracias | next_day('wednesday')
